Request_ID,Request_Date,Region,Service_Type,Priority,Customer_Type,Technician_ID,Assignment_Time_Min,Travel_Time_Min,Service_Time_Min,Delay_Reason,Spare_Part_Delay_Min,Approval_Delay_Min,Waiting_Time_Min,Total_Resolution_Time_Min,SLA_Time_Min,SLA_Status,Customer_Rating,Service_Status
SR12894,13-01-2025,Bangalore,Network Support,Medium,Residential,T102,17.1,71.5,73,Technician Availability,0,0,29.7,191.3,270,Within SLA,5,Completed
SR12895,03-07-2025,Bangalore,Preventive Maintenance,High,Business,T115,24.2,10,107.9,Technician Availability,0,0,40.6,182.7,240,Within SLA,5,Completed
SR12896,21-04-2025,Chennai,Installation,Medium,Business,T128,37.9,41.9,100.5,Spare Part,181,0,222.5,402.8,270,Breached,3.9,Completed
SR12897,23-05-2026,Mumbai,Electrical Service,High,Industrial,T109,38.5,77.8,98.1,Technician Availability,0,0,53.9,268.3,240,Breached,5,Completed
SR12898,17-10-2025,Mumbai,Equipment Repair,High,Business,T128,22.2,48.9,72.1,Technician Availability,0,0,8.5,151.7,240,Within SLA,4.3,Completed
SR12899,22-10-2025,Bangalore,Installation,Medium,Business,T116,13.7,50.6,102.7,Spare Part,168,0,198,365,270,Breached,3.6,Completed
SR12900,27-03-2026,Hyderabad,Installation,Low,Industrial,T130,53.1,65.6,84.2,Approval,0,55,120.6,323.5,300,Breached,4.5,Cancelled
SR12901,03-08-2025,Chennai,Electrical Service,Low,Residential,T117,36,60.6,72.9,No Delay,0,0,40.8,210.3,300,Within SLA,5,Completed
SR12902,21-07-2026,Mumbai,Equipment Repair,Low,Industrial,T120,32.9,47.8,115.3,Technician Availability,0,0,31.3,227.3,300,Within SLA,4.6,Completed
SR12903,27-01-2025,Pune,Equipment Repair,Low,Industrial,T127,40.5,76.4,109.8,Travel,0,0,38.2,264.9,300,Within SLA,5,Completed
SR12904,19-08-2025,Pune,Network Support,High,Business,T123,20.7,52.6,20,Spare Part,25.2,0,65,158.3,240,Within SLA,5,Completed
SR12905,19-07-2026,Hyderabad,Installation,Medium,Business,T104,51.1,60.8,20.9,Spare Part,183.5,0,267,399.8,270,Breached,4.4,Completed
SR12906,17-11-2025,Bangalore,Preventive Maintenance,High,Residential,T108,43.6,68.9,132.2,No Delay,0,0,17.6,262.3,240,Breached,4.3,Completed
SR12907,21-08-2025,Bangalore,Installation,Low,Business,T107,30.7,10,47.6,Approval,0,66.1,87.2,175.5,300,Within SLA,5,Cancelled
SR12908,13-03-2026,Bangalore,Preventive Maintenance,Medium,Residential,T106,34.1,35.6,45.6,No Delay,0,0,34.6,149.9,270,Within SLA,3.9,Completed
SR12909,17-06-2026,Pune,Preventive Maintenance,Medium,Residential,T105,31.4,38.2,80.7,Technician Availability,0,0,37.5,187.8,270,Within SLA,4.8,Completed
SR12910,07-02-2026,Bangalore,Electrical Service,Medium,Residential,T110,55,63.2,92.9,No Delay,0,0,57,268.1,270,Within SLA,4.9,Completed
SR12911,22-02-2025,Pune,Installation,Low,Industrial,T103,41.5,84.9,70.5,No Delay,0,0,21.5,218.4,300,Within SLA,4.7,Completed
SR12912,09-11-2025,Hyderabad,Electrical Service,High,Business,T124,43.1,12.7,20,No Delay,0,0,12.3,88.1,240,Within SLA,5,Completed
SR12913,08-10-2025,Chennai,Network Support,High,Business,T120,36,41.7,89.7,Spare Part,146.6,0,157.6,325,240,Breached,4.8,Completed
SR12914,31-01-2025,Mumbai,Preventive Maintenance,Low,Residential,T124,35,71.9,139.1,Scheduling,0,0,11,257,300,Within SLA,4.9,Completed
SR12915,03-12-2025,Hyderabad,Equipment Repair,High,Business,T117,63.2,15.2,43.7,Technician Availability,0,0,14.7,136.8,240,Within SLA,4.3,Completed
SR12916,02-07-2025,Pune,Preventive Maintenance,Medium,Residential,T116,29.6,57.7,134.5,Travel,0,0,48.4,270.2,270,Breached,4.4,Completed
SR12917,23-01-2025,Hyderabad,Network Support,Medium,Business,T111,38.3,59.1,76.6,No Delay,0,0,37.4,211.4,270,Within SLA,4.7,Completed
SR12918,28-06-2026,Mumbai,Preventive Maintenance,High,Industrial,T113,65.9,60.8,138.5,Spare Part,159.1,0,207.3,472.5,240,Breached,3.9,Completed
SR12919,22-03-2026,Chennai,Electrical Service,High,Business,T118,54.9,27.5,103.7,Spare Part,176.9,0,200.6,386.7,240,Breached,3.8,Completed
SR12920,15-03-2025,Mumbai,Installation,High,Residential,T114,40.7,49.2,68.6,Scheduling,0,0,46.8,205.3,240,Within SLA,4.3,Completed
SR12921,10-01-2025,Pune,Equipment Repair,Low,Industrial,T102,12.4,26,103.9,Approval,0,61.3,79.3,221.6,300,Within SLA,5,Completed
SR12922,29-04-2026,Mumbai,Electrical Service,Critical,Business,T112,67.5,72.1,124.4,Technician Availability,0,0,24.3,288.3,210,Breached,5,Completed
SR12923,01-04-2026,Hyderabad,Installation,High,Industrial,T122,31.4,28.7,41.2,Spare Part,170.2,0,216.7,318,240,Breached,3.6,Cancelled
SR12924,20-07-2026,Bangalore,Equipment Repair,Medium,Residential,T121,36.3,50.7,88.3,Travel,0,0,5,180.3,270,Within SLA,4.5,Completed
SR12925,18-07-2026,Hyderabad,Network Support,Critical,Residential,T129,50.5,91.8,116.1,Scheduling,0,0,47.6,306,210,Breached,4.6,Completed
SR12926,09-06-2025,Pune,Preventive Maintenance,High,Business,T126,31.9,72.6,74.7,Technician Availability,0,0,29.6,208.8,240,Within SLA,4.8,Completed
SR12927,14-01-2025,Chennai,Equipment Repair,High,Residential,T110,38.2,14.6,45.5,No Delay,0,0,58.6,156.9,240,Within SLA,5,Completed
SR12928,27-06-2025,Mumbai,Network Support,High,Business,T129,36,43.9,146.5,Spare Part,143.9,0,166.8,393.2,240,Breached,3.6,Completed
SR12929,16-02-2026,Chennai,Installation,Medium,Residential,T107,29.5,51.3,30.8,Travel,0,0,30.2,141.8,270,Within SLA,4.4,Completed
SR12930,22-02-2025,Pune,Equipment Repair,High,Residential,T102,40.3,46.2,75.6,Spare Part,179.7,0,219.4,381.5,240,Breached,3.9,Completed
SR12931,12-02-2026,Mumbai,Network Support,Low,Residential,T125,25.5,57.8,82.8,Approval,0,70.5,93.7,259.8,300,Within SLA,4.5,Completed
SR12932,22-01-2025,Hyderabad,Installation,Critical,Business,T118,18,62.3,147.8,Technician Availability,0,0,42.5,270.6,210,Breached,4.3,Completed
SR12933,30-01-2025,Hyderabad,Electrical Service,Medium,Business,T117,43.1,86.7,20,Scheduling,0,0,40.8,190.6,270,Within SLA,4.6,Completed
SR12934,17-09-2025,Pune,Preventive Maintenance,High,Business,T116,53.8,40.7,84.5,Spare Part,88,0,145.7,324.7,240,Breached,3.3,Completed
SR12935,24-07-2025,Mumbai,Network Support,Medium,Business,T130,23.9,64.9,65.9,Technician Availability,0,0,79.6,234.3,270,Within SLA,4.6,Completed
SR12936,28-02-2025,Hyderabad,Electrical Service,High,Residential,T102,27.1,46.4,65.7,No Delay,0,0,56.1,195.3,240,Within SLA,4.6,Completed
SR12937,16-04-2026,Pune,Installation,Medium,Industrial,T111,35.1,81.4,131.9,Travel,0,0,26.6,275,270,Breached,4.8,Completed
SR12938,11-04-2026,Pune,Equipment Repair,Medium,Business,T119,35.1,57.8,55.8,Spare Part,204.5,0,237.7,386.4,270,Breached,4,Completed
SR12939,12-01-2025,Chennai,Preventive Maintenance,High,Residential,T130,5.4,50.8,47.3,Travel,0,0,29,132.5,240,Within SLA,4.3,Completed
SR12940,17-10-2025,Hyderabad,Installation,Low,Residential,T122,28.6,44.8,49.7,No Delay,0,0,35.7,158.8,300,Within SLA,4.3,Completed
SR12941,20-12-2025,Mumbai,Network Support,Medium,Business,T107,61.9,32.6,89.9,Scheduling,0,0,32.1,216.5,270,Within SLA,4.8,Completed
SR12942,16-03-2025,Hyderabad,Preventive Maintenance,Medium,Business,T127,56,67.3,84.2,Customer Availability,0,0,39.8,247.3,270,Within SLA,4.3,Completed
SR12943,15-07-2026,Hyderabad,Electrical Service,Medium,Residential,T122,60.6,33.6,77,Technician Availability,0,0,47,218.2,270,Within SLA,3.9,Completed
SR12944,14-08-2026,Hyderabad,Preventive Maintenance,Medium,Business,T117,44.3,12.7,69,Technician Availability,0,0,64.6,190.6,270,Within SLA,5,Completed
SR12945,17-03-2026,Pune,Electrical Service,Medium,Business,T115,27,30.8,127.6,Approval,0,112.4,124.2,309.6,270,Breached,4.4,Completed
SR12946,29-08-2025,Bangalore,Installation,Medium,Industrial,T109,38.8,53.1,25.9,Customer Availability,0,0,50.4,168.2,270,Within SLA,5,Completed
SR12947,03-06-2025,Bangalore,Equipment Repair,High,Industrial,T112,44,25.6,121.3,Technician Availability,0,0,59.2,250.1,240,Breached,4.7,Completed
SR12948,06-04-2025,Chennai,Preventive Maintenance,Critical,Business,T108,30.1,33.9,43,No Delay,0,0,30.1,137.1,210,Within SLA,4.3,Completed
SR12949,21-10-2025,Hyderabad,Equipment Repair,High,Industrial,T128,9.1,12.2,117.2,Technician Availability,0,0,12.1,150.6,240,Within SLA,4.3,Completed
SR12950,28-07-2025,Bangalore,Equipment Repair,Low,Industrial,T102,48.6,33.5,109.3,Spare Part,148,0,171.4,362.8,300,Breached,4.7,Completed
SR12951,09-12-2025,Chennai,Preventive Maintenance,High,Business,T117,28.3,84.2,103.9,Travel,0,0,34.6,251,240,Breached,4.9,Completed
SR12952,29-03-2025,Pune,Preventive Maintenance,Medium,Residential,T116,44.4,37.3,82.3,Spare Part,210.3,0,237.8,401.8,270,Breached,3.8,Completed
SR12953,25-01-2026,Hyderabad,Equipment Repair,High,Residential,T123,11.3,47.8,72.1,Scheduling,0,0,18.6,149.8,240,Within SLA,4.3,Completed
SR12954,21-11-2025,Mumbai,Network Support,Medium,Residential,T116,25.4,94.8,90.7,Travel,0,0,50.1,261,270,Within SLA,4.9,Completed
SR12955,06-06-2025,Pune,Network Support,Low,Residential,T103,40.8,56.6,118.8,Spare Part,136.7,0,192.5,408.7,300,Breached,3.5,Completed
SR12956,31-07-2026,Chennai,Preventive Maintenance,High,Industrial,T119,44.5,55.8,75.5,Spare Part,189.9,0,213.9,389.7,240,Breached,3.8,Completed
SR12957,17-05-2025,Pune,Equipment Repair,Medium,Industrial,T116,46.2,30.9,69.6,Technician Availability,0,0,33.7,180.4,270,Within SLA,5,Completed
SR12958,04-03-2026,Mumbai,Equipment Repair,High,Business,T111,34,54.5,83.7,No Delay,0,0,40,212.2,240,Within SLA,4.7,Completed
SR12959,28-03-2026,Pune,Installation,High,Business,T126,37.9,84.6,77.2,Approval,0,98.4,146.4,346.1,240,Breached,3.9,Completed
SR12960,21-05-2025,Chennai,Equipment Repair,Medium,Residential,T109,40.8,25.8,80.1,Technician Availability,0,0,51.3,198,270,Within SLA,4.4,Completed
SR12961,24-03-2025,Mumbai,Network Support,High,Residential,T114,39.8,46.3,134.7,Spare Part,88.5,0,123.5,344.3,240,Breached,4.1,Completed
SR12962,26-06-2025,Mumbai,Installation,Medium,Business,T102,43.6,26.5,61.8,Approval,0,94.2,140.2,272.1,270,Breached,5,Completed
SR12963,17-07-2025,Pune,Network Support,Low,Business,T130,17.7,82.3,122.8,No Delay,0,0,17.7,240.5,300,Within SLA,4.7,Completed
SR12964,22-07-2026,Mumbai,Electrical Service,Medium,Residential,T113,62.9,26.4,112.7,Customer Availability,0,0,39.6,241.6,270,Within SLA,4.9,Completed
SR12965,25-02-2026,Pune,Preventive Maintenance,Medium,Industrial,T105,32.2,35.9,41.8,No Delay,0,0,46.7,156.6,270,Within SLA,5,Completed
SR12966,05-02-2026,Hyderabad,Electrical Service,Low,Industrial,T120,33.6,26.8,63.6,Spare Part,23.1,0,37.6,161.6,300,Within SLA,5,Completed
SR12967,16-04-2026,Mumbai,Preventive Maintenance,Medium,Industrial,T114,30.6,22.4,83.5,Customer Availability,0,0,7.8,144.3,270,Within SLA,4.4,Completed
SR12968,06-08-2025,Pune,Network Support,Medium,Industrial,T101,38.5,51.8,83.2,Spare Part,185,0,250,423.5,270,Breached,4.2,Completed
SR12969,24-06-2025,Hyderabad,Network Support,Low,Industrial,T106,13.4,43,69,Scheduling,0,0,19.5,144.9,300,Within SLA,5,Completed
SR12970,23-01-2025,Mumbai,Electrical Service,High,Business,T122,27.7,57,115.4,No Delay,0,0,47.2,247.3,240,Breached,4.1,Completed
SR12971,23-08-2025,Hyderabad,Preventive Maintenance,Low,Business,T111,6.4,62.4,91.1,No Delay,0,0,21.1,181,300,Within SLA,4.6,Completed
SR12972,13-01-2025,Mumbai,Preventive Maintenance,Medium,Residential,T117,28,16.4,87.2,No Delay,0,0,43.8,175.4,270,Within SLA,4.9,Completed
SR12973,11-04-2025,Chennai,Installation,Medium,Business,T123,37.4,56,123.9,Customer Availability,0,0,19.8,237.1,270,Within SLA,4.7,Cancelled
SR12974,20-06-2026,Chennai,Equipment Repair,Low,Business,T122,43.5,31.7,63.2,No Delay,0,0,34.8,173.2,300,Within SLA,4.9,Completed
SR12975,07-06-2026,Pune,Installation,Critical,Business,T114,34.1,52.9,67.7,Approval,0,25,79.9,234.6,210,Breached,4.8,Completed
SR12976,28-03-2026,Bangalore,Network Support,High,Business,T114,39.3,56.7,73.3,Technician Availability,0,0,36.1,205.4,240,Within SLA,4.7,Completed
SR12977,07-03-2026,Chennai,Electrical Service,High,Residential,T120,9.7,44.8,43.1,Scheduling,0,0,5,102.6,240,Within SLA,4.5,Completed
SR12978,17-06-2026,Bangalore,Preventive Maintenance,Medium,Business,T107,37.3,76.3,84.3,Spare Part,141.9,0,174,371.9,270,Breached,4,Completed
SR12979,20-10-2025,Hyderabad,Installation,High,Business,T119,53.9,21.3,103.7,No Delay,0,0,29.5,208.4,240,Within SLA,4.3,Completed
SR12980,11-04-2025,Hyderabad,Electrical Service,Critical,Residential,T126,42,27.5,47,Travel,0,0,21,137.5,210,Within SLA,4.2,Completed
SR12981,17-05-2026,Bangalore,Electrical Service,Medium,Business,T127,23.8,54.9,53.5,Technician Availability,0,0,30.3,162.5,270,Within SLA,4.9,Completed
SR12982,31-10-2025,Pune,Equipment Repair,Medium,Residential,T122,37.5,92.2,86.2,Technician Availability,0,0,50.5,266.4,270,Within SLA,5,Completed
SR12983,24-06-2026,Mumbai,Preventive Maintenance,Medium,Industrial,T106,55.5,31.2,95.3,Spare Part,112.5,0,188.5,370.5,270,Breached,3.7,Cancelled
SR12984,07-07-2026,Bangalore,Electrical Service,Critical,Industrial,T113,43.5,48.7,77.6,Scheduling,0,0,47.4,217.2,210,Breached,4.8,Cancelled
SR12985,21-12-2025,Bangalore,Preventive Maintenance,Medium,Business,T110,44,73.8,73.2,No Delay,0,0,19.3,210.3,270,Within SLA,4.8,Completed
SR12986,30-10-2025,Bangalore,Installation,High,Business,T122,23.2,68.3,125.5,No Delay,0,0,16.1,233.1,240,Within SLA,4.2,Completed
SR12987,11-05-2026,Bangalore,Electrical Service,Low,Business,T119,29.6,62.3,67.5,No Delay,0,0,16.3,175.7,300,Within SLA,5,Completed
SR12988,15-08-2025,Bangalore,Electrical Service,Critical,Business,T110,34,35.6,130.4,No Delay,0,0,35.8,235.8,210,Breached,4.5,Completed
SR12989,24-08-2025,Pune,Installation,Medium,Industrial,T105,62.1,49.5,68.1,Scheduling,0,0,35.7,215.4,270,Within SLA,4.8,Completed
SR12990,31-03-2026,Chennai,Preventive Maintenance,High,Industrial,T113,21.3,50.6,100.5,Travel,0,0,36.8,209.2,240,Within SLA,4.8,Completed
SR12991,13-01-2025,Mumbai,Preventive Maintenance,High,Business,T117,38.9,70.9,67.4,No Delay,0,0,33.3,210.5,240,Within SLA,4.7,Completed
SR12992,29-07-2025,Chennai,Electrical Service,Medium,Residential,T122,45.1,47.3,72.1,Travel,0,0,20.3,184.8,270,Within SLA,4.9,Completed
SR12993,01-02-2026,Bangalore,Installation,High,Residential,T123,46.1,77.1,66,Approval,0,134,159.1,348.3,240,Breached,4.6,Completed
SR12994,10-04-2025,Chennai,Network Support,High,Industrial,T105,31.3,48.9,106.9,Spare Part,196.5,0,228.3,415.4,240,Breached,4.4,Completed
SR12995,31-01-2025,Pune,Preventive Maintenance,Medium,Residential,T121,30.1,52.8,133.9,No Delay,0,0,54.6,271.4,270,Breached,4.8,Completed
SR12996,12-06-2026,Hyderabad,Network Support,Medium,Business,T129,63.9,47.4,88.1,Technician Availability,0,0,23.8,223.2,270,Within SLA,4.8,Completed
SR12997,25-11-2025,Chennai,Electrical Service,Low,Business,T122,31,46.5,53.6,Scheduling,0,0,30.8,161.9,300,Within SLA,5,Completed
SR12998,15-06-2025,Mumbai,Network Support,Medium,Business,T107,28.7,48.6,103.8,Spare Part,228,0,289.3,470.4,270,Breached,3.6,Completed
SR12999,04-04-2026,Pune,Network Support,Critical,Business,T120,48.9,50.7,129.3,Spare Part,101.6,0,144.2,373.1,210,Breached,3.5,Completed
SR13000,10-04-2025,Hyderabad,Preventive Maintenance,Medium,Business,T107,36.9,17.6,111.1,Travel,0,0,28.6,194.2,270,Within SLA,4.5,Completed
SR13001,22-06-2025,Pune,Electrical Service,High,Residential,T115,15.5,44.4,43.5,No Delay,0,0,15.2,118.6,240,Within SLA,4.7,Completed
SR13002,11-06-2025,Bangalore,Network Support,Low,Residential,T115,49.7,83.8,66.7,No Delay,0,0,54.5,254.7,300,Within SLA,4.5,Completed
SR13003,20-09-2025,Hyderabad,Preventive Maintenance,Medium,Industrial,T121,29,13.7,60.6,Approval,0,77.6,115.6,218.9,270,Within SLA,5,Completed
SR13004,01-10-2025,Mumbai,Network Support,Low,Industrial,T123,28.9,45.1,86.8,Approval,0,76.5,115,275.8,300,Within SLA,4.5,Completed
SR13005,03-01-2025,Hyderabad,Preventive Maintenance,Medium,Residential,T101,74.9,38.8,102.2,Scheduling,0,0,47,262.9,270,Within SLA,4.2,Completed
SR13006,28-01-2025,Mumbai,Electrical Service,Low,Residential,T126,31.5,56.5,118.4,Spare Part,132.5,0,168.3,374.7,300,Breached,4.3,Completed
SR13007,22-11-2025,Bangalore,Installation,High,Industrial,T112,36,60.2,97,No Delay,0,0,26.9,220.1,240,Within SLA,5,Completed
SR13008,29-05-2025,Mumbai,Preventive Maintenance,Medium,Business,T102,48.7,52.9,130.4,Spare Part,145.9,0,187.1,419.1,270,Breached,4.1,Completed
SR13009,24-06-2026,Pune,Preventive Maintenance,High,Industrial,T118,21,10,140.5,Spare Part,187.6,0,203.3,374.8,240,Breached,3.9,Completed
SR13010,03-05-2026,Chennai,Network Support,Medium,Industrial,T115,43.4,10,128.1,Customer Availability,0,0,18.7,200.2,270,Within SLA,4.7,Completed
SR13011,14-03-2026,Pune,Electrical Service,Critical,Residential,T107,48.9,10,64.8,Scheduling,0,0,40.3,164,210,Within SLA,4.7,Completed
SR13012,06-03-2025,Pune,Equipment Repair,High,Industrial,T109,54.9,47.3,105.9,Spare Part,179.2,0,241.9,450,240,Breached,3.2,Completed
SR13013,22-12-2025,Hyderabad,Equipment Repair,Low,Industrial,T123,44.9,17.1,101.5,Spare Part,90.6,0,139.2,302.7,300,Breached,4.6,Completed
SR13014,17-06-2026,Bangalore,Installation,Medium,Residential,T128,18.4,10,141.8,Technician Availability,0,0,23.1,193.3,270,Within SLA,4.3,Completed
SR13015,09-09-2025,Chennai,Electrical Service,Low,Business,T122,41.5,31.6,179.1,Travel,0,0,52.1,304.3,300,Breached,4.2,Completed
SR13016,23-08-2025,Mumbai,Preventive Maintenance,Medium,Business,T103,14.8,36.3,73.7,Technician Availability,0,0,44,168.8,270,Within SLA,5,Completed
SR13017,15-08-2025,Hyderabad,Equipment Repair,Medium,Business,T121,53.5,48.4,92.1,Spare Part,210.5,0,255.3,449.3,270,Breached,3.5,Completed
SR13018,09-06-2026,Bangalore,Installation,Critical,Residential,T110,51.1,50.1,89.4,Travel,0,0,56.3,246.9,210,Breached,4.6,Completed
SR13019,09-11-2025,Chennai,Electrical Service,Medium,Industrial,T102,38.4,51.2,122.4,Scheduling,0,0,28.6,240.6,270,Within SLA,4.8,Completed
SR13020,18-02-2025,Pune,Installation,High,Business,T125,37.8,66.4,82.9,Travel,0,0,28,215.1,240,Within SLA,4.8,Completed
SR13021,28-04-2025,Bangalore,Equipment Repair,Medium,Industrial,T122,34.9,44.1,107.4,No Delay,0,0,42,228.4,270,Within SLA,5,Completed
SR13022,23-02-2025,Bangalore,Network Support,Low,Residential,T125,34.6,65,87.9,Travel,0,0,40.6,228.1,300,Within SLA,4.4,Completed
SR13023,19-07-2026,Bangalore,Network Support,High,Business,T125,49.5,43,41.5,Customer Availability,0,0,39.8,173.8,240,Within SLA,4.8,Completed
SR13024,13-02-2025,Pune,Electrical Service,Medium,Business,T112,30.3,42,86.2,Approval,0,31.1,66.1,224.6,270,Within SLA,4.8,Completed
SR13025,22-02-2025,Mumbai,Installation,High,Industrial,T107,67.9,38.6,93.3,No Delay,0,0,50.6,250.4,240,Breached,4.8,Completed
SR13026,09-08-2026,Hyderabad,Preventive Maintenance,Low,Business,T130,37.6,49.3,95.2,No Delay,0,0,21.2,203.3,300,Within SLA,4.7,Completed
SR13027,12-07-2026,Mumbai,Equipment Repair,High,Residential,T105,53.6,63.2,118.4,Spare Part,161.8,0,214.5,449.7,240,Breached,3.6,Completed
SR13028,09-06-2026,Chennai,Network Support,High,Industrial,T104,10.2,62.8,75,Technician Availability,0,0,47.2,195.2,240,Within SLA,4.9,Completed
SR13029,12-04-2025,Hyderabad,Network Support,High,Industrial,T101,26.3,62.2,56,Scheduling,0,0,12.6,157.1,240,Within SLA,4.9,Completed
SR13030,02-02-2026,Chennai,Installation,High,Business,T115,48.7,56.2,130.4,Approval,0,85.9,113.5,348.8,240,Breached,4.1,Completed
SR13031,18-05-2025,Pune,Network Support,Medium,Business,T109,39.8,27,74,Spare Part,161.7,0,177.8,318.6,270,Breached,5,Completed
SR13032,22-01-2026,Mumbai,Installation,Low,Business,T106,35.4,105.1,93.6,Approval,0,81,110.2,344.3,300,Breached,4,Completed
SR13033,21-04-2025,Bangalore,Equipment Repair,Low,Business,T114,50.9,23.3,89.8,No Delay,0,0,40,204,300,Within SLA,4.6,Completed
SR13034,17-01-2025,Hyderabad,Installation,Medium,Industrial,T102,66.8,52.4,42.2,No Delay,0,0,24.4,185.8,270,Within SLA,4.7,Completed
SR13035,01-07-2025,Bangalore,Network Support,Medium,Industrial,T112,17.7,110,131.9,Travel,0,0,36,295.6,270,Breached,4.4,Completed
SR13036,20-06-2026,Chennai,Installation,High,Business,T123,50,67.6,96.9,Spare Part,130.2,0,148.5,363,240,Breached,3.8,Completed
SR13037,25-06-2026,Bangalore,Network Support,Low,Industrial,T128,28.4,36,106.6,No Delay,0,0,57.3,228.3,300,Within SLA,4.2,Completed
SR13038,20-06-2025,Bangalore,Electrical Service,High,Residential,T106,47.8,74.4,126.1,Technician Availability,0,0,44.9,293.2,240,Breached,4.1,Completed
SR13039,13-02-2026,Pune,Network Support,Critical,Industrial,T113,28.2,53.9,84.1,Approval,0,81.2,106.3,272.5,210,Breached,4.2,Completed
SR13040,13-01-2026,Pune,Network Support,High,Residential,T104,42.9,33.7,106.2,Travel,0,0,44.1,226.9,240,Within SLA,4.6,Completed
SR13041,07-07-2025,Mumbai,Network Support,High,Residential,T122,44.3,54.4,93.6,Spare Part,107.6,0,150,342.3,240,Breached,4.1,Completed
SR13042,18-08-2025,Chennai,Electrical Service,High,Residential,T116,24.6,42.7,112.2,Spare Part,54.1,0,59.5,239,240,Within SLA,4.3,Completed
SR13043,29-04-2025,Pune,Preventive Maintenance,Medium,Business,T129,27.9,45.7,77.5,Technician Availability,0,0,33.1,184.2,270,Within SLA,4.4,Completed
SR13044,05-06-2025,Pune,Network Support,High,Industrial,T111,32.2,50.8,135.8,No Delay,0,0,41,259.8,240,Breached,4.6,Completed
SR13045,10-04-2026,Mumbai,Preventive Maintenance,High,Residential,T106,10.6,64,54.5,No Delay,0,0,32.2,161.3,240,Within SLA,4.8,Completed
SR13046,14-04-2025,Hyderabad,Equipment Repair,Low,Business,T105,41.8,68,130,Spare Part,113,0,173,412.8,300,Breached,4.1,Completed
SR13047,17-05-2026,Mumbai,Installation,Low,Industrial,T101,57.1,35.4,132.5,Spare Part,90.6,0,139,364,300,Breached,4,Completed
SR13048,24-06-2025,Bangalore,Preventive Maintenance,Medium,Industrial,T119,16.1,57.2,98,Technician Availability,0,0,25.5,196.8,270,Within SLA,4.6,Cancelled
SR13049,25-02-2026,Bangalore,Equipment Repair,Low,Business,T107,44.9,44.6,86.5,Approval,0,135,142.4,318.4,300,Breached,4.6,Completed
SR13050,14-05-2025,Pune,Installation,Critical,Industrial,T118,40.1,65.3,129.7,Technician Availability,0,0,42.4,277.5,210,Breached,4.4,Completed
SR13051,26-01-2026,Pune,Network Support,Medium,Business,T110,24.7,29.6,116.8,Travel,0,0,5,176.1,270,Within SLA,4.9,Completed
SR13052,16-05-2026,Mumbai,Network Support,Medium,Business,T110,65.6,49.6,63.6,Approval,0,33,70.9,249.7,270,Within SLA,4.6,Completed
SR13053,02-02-2025,Mumbai,Network Support,Low,Business,T117,52.3,13.4,105.1,Spare Part,210.9,0,243.9,414.7,300,Breached,4,Completed
SR13054,24-02-2025,Chennai,Electrical Service,Medium,Industrial,T124,53.6,64.1,81.1,No Delay,0,0,15.1,213.9,270,Within SLA,4.6,Completed
SR13055,03-06-2026,Bangalore,Electrical Service,Medium,Business,T107,35.6,86,101.4,Approval,0,137.6,146,369,270,Breached,4.3,Completed
SR13056,12-01-2025,Mumbai,Electrical Service,Low,Business,T122,12.3,80.9,106.6,No Delay,0,0,24.2,224,300,Within SLA,4.8,Completed
SR13057,12-06-2026,Hyderabad,Electrical Service,Critical,Industrial,T126,37.6,66.8,64.4,Spare Part,132.5,0,153.3,322.1,210,Breached,3.8,Completed
SR13058,09-07-2026,Chennai,Equipment Repair,Medium,Residential,T121,33.1,61.5,46.2,Travel,0,0,39.6,180.4,270,Within SLA,4.7,Completed
SR13059,08-01-2026,Mumbai,Equipment Repair,High,Business,T122,50.3,91.3,71.1,No Delay,0,0,13.3,226,240,Within SLA,5,Completed
SR13060,29-04-2026,Pune,Network Support,Low,Business,T101,26.1,38.9,125.9,Technician Availability,0,0,59.9,250.8,300,Within SLA,4.9,Completed
SR13061,16-08-2025,Mumbai,Installation,High,Residential,T112,55,44.9,92.3,No Delay,0,0,5,197.2,240,Within SLA,3.9,Completed
SR13062,03-11-2025,Pune,Electrical Service,Medium,Industrial,T125,25.7,78.3,126.7,Spare Part,147.4,0,192.7,423.4,270,Breached,4.1,Completed
SR13063,02-04-2026,Pune,Installation,High,Industrial,T117,45.6,47.2,141.4,Customer Availability,0,0,42.2,276.4,240,Breached,4.4,Completed
SR13064,09-06-2025,Bangalore,Equipment Repair,High,Industrial,T116,23.8,31.5,92.5,Customer Availability,0,0,49.1,196.9,240,Within SLA,5,Completed
SR13065,27-11-2025,Bangalore,Electrical Service,High,Business,T120,34.4,19.6,103.2,Customer Availability,0,0,5,162.2,240,Within SLA,5,Cancelled
SR13066,13-08-2025,Mumbai,Equipment Repair,Low,Residential,T115,15,33.2,113.8,Technician Availability,0,0,25.6,187.6,300,Within SLA,4.8,Completed
SR13067,19-05-2026,Mumbai,Equipment Repair,Medium,Industrial,T129,36.1,85.2,27.4,Spare Part,113.8,0,137,285.7,270,Breached,4.9,Completed
SR13068,01-04-2026,Hyderabad,Preventive Maintenance,Medium,Residential,T119,19.9,47.9,69.2,Spare Part,238.9,0,273.7,410.7,270,Breached,4.6,Completed
SR13069,14-02-2025,Chennai,Equipment Repair,Medium,Industrial,T120,43.3,34.8,87.2,No Delay,0,0,41.9,207.2,270,Within SLA,4.8,Completed
SR13070,02-08-2025,Chennai,Network Support,Medium,Business,T117,45.4,48.2,121.3,No Delay,0,0,31.7,246.6,270,Within SLA,4.2,Completed
